Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name
ENSG00000267828			AC211486.5
ENSG00000264757			MIR3198-1
ENSG00000253015			RN7SKP64
ENSG00000222078	ENSMUSG00000088562	Gm23780	RN7SKP110
ENSG00000283871			MIR130B
ENSG00000243059			RN7SL400P
ENSG00000276103	ENSMUSG00000084748	Gm25289	AL356356.2
ENSG00000212454			RNA5SP286
ENSG00000212246			RNU6-360P
ENSG00000283829			MIR378I
ENSG00000275655			RN7SL313P
ENSG00000199711			AC004522.1
ENSG00000199285			AL132994.1
ENSG00000265160			MIR5003
ENSG00000202402			AL136418.2
ENSG00000206958			AC091826.1
ENSG00000222427			RNA5SP338
ENSG00000208308			SNORA40B
ENSG00000284370			MIR4640
ENSG00000276493			AL445248.2
ENSG00000240106			RN7SL146P
ENSG00000277418			RNA5SP531
ENSG00000202406			RN7SKP187
ENSG00000284064			MIR6834
ENSG00000202190			AL592430.1
ENSG00000199756			AL009181.1
ENSG00000272230			MIR3666
ENSG00000252321	ENSMUSG00000084582	Gm25178	RN7SKP83
ENSG00000275472			BX088647.2
ENSG00000200101			RNU6-508P
ENSG00000265660			MIR4664
ENSG00000274710			AL157858.1
ENSG00000252346			RNA5SP121
ENSG00000274581			AL121839.3
ENSG00000199787	ENSMUSG00000077483	Gm25273	SNORA80C
ENSG00000199787	ENSMUSG00000077449	Gm23127	SNORA80C
ENSG00000283751			MIR452
ENSG00000273846			AP000552.4
ENSG00000200360	ENSMUSG00000095140	Gm24388	RNU6-792P
ENSG00000200718	ENSMUSG00000088474	Gm23085	RN7SKP103
ENSG00000212499			RNA5SP300
ENSG00000200243			RN7SKP79
ENSG00000202008			AC080069.1
ENSG00000207258			AC016813.1
ENSG00000206791	ENSMUSG00000089396	Gm23027	RNU1-129P
ENSG00000238529			RNU6-599P
ENSG00000201331			SNORD115-23
ENSG00000244399			RN7SL251P
ENSG00000276470			AL021155.2
ENSG00000252881	ENSMUSG00000084629	Gm25112	RNU6-334P
ENSG00000265745			RN7SL375P
ENSG00000252930	ENSMUSG00000077574	Gm24887	RNU6-1015P
ENSG00000275933			AC247039.1
ENSG00000251898	ENSMUSG00000088208	Gm23751	SCARNA11
ENSG00000202239	ENSMUSG00000096882	Gm23570	RNU6-396P
ENSG00000240199	ENSMUSG00000098477	Gm27853	RN7SL520P
ENSG00000275698			AC243679.1
ENSG00000278752			AL355301.1
ENSG00000265838			BX120007.4
ENSG00000252937			RNU6-1270P
ENSG00000207089			RNU6-921P
ENSG00000238730			RNU7-164P
ENSG00000243173			RN7SL861P
ENSG00000212165			AL031684.1
ENSG00000252574			RNU5B-6P
ENSG00000206924	ENSMUSG00000087782	Gm23169	RNU6-689P
ENSG00000207037	ENSMUSG00000094471	Gm25937	RNU6-339P
ENSG00000201900			RNY1P13
ENSG00000277908			RNU1-51P
ENSG00000242066			RN7SL214P
ENSG00000207448	ENSMUSG00000087938	Gm26049	RNU6-520P
ENSG00000251707			RNU7-37P
ENSG00000206865			AC008006.1
ENSG00000221507			RNU6ATAC40P
ENSG00000207148			AC093867.1
ENSG00000201683			AL136303.1
ENSG00000251882			RNU6-475P
ENSG00000222102			RN7SKP232
ENSG00000264379			AL137022.1
ENSG00000212527			RNA5SP63
ENSG00000201869	ENSMUSG00000065301	Gm23248	RNU6-294P
ENSG00000277118			AC131156.1
ENSG00000201435			RNU4-24P
ENSG00000276544			RN7SL453P
ENSG00000212397			AP003063.1
ENSG00000200763			RNU6-961P
ENSG00000199395			RNA5SP93
ENSG00000252827	ENSMUSG00000089485	Gm24734	RN7SKP11
ENSG00000262132			RNA5SP458
ENSG00000201570			RNU4-56P
ENSG00000280502			AP003392.6
ENSG00000266828			RN7SL712P
ENSG00000252673			RNA5SP421
ENSG00000252126	ENSMUSG00000064486	Gm23293	RNU6-313P
ENSG00000202310			AC025647.2
ENSG00000201160			AC010150.1
ENSG00000265078			RN7SL664P
ENSG00000273764			CR388205.2
ENSG00000222614			AC008635.1
ENSG00000199301			RNU6-208P
ENSG00000212452	ENSMUSG00000077212	Snord69	SNORD69
ENSG00000239579			RN7SL325P
ENSG00000265684			RN7SL378P
ENSG00000202377			SNORA25B
ENSG00000265248			BX649210.3
ENSG00000278189			RNA5-8SN1
ENSG00000200332			Z83840.1
ENSG00000252704	ENSMUSG00000088069	Gm23250	RN7SKP277
ENSG00000212153			RNU1-82P
ENSG00000222613			AC096733.1
ENSG00000271924			RNA5SP108
ENSG00000265921			AL662867.1
ENSG00000206698	ENSMUSG00000064543	Gm22979	RNU1-73P
ENSG00000238934	ENSMUSG00000089255	Snora78	AL591806.3
ENSG00000222872			RNU4-78P
ENSG00000276439			AC243687.2
ENSG00000200688			AC073575.2
ENSG00000212512			AL691482.1
ENSG00000263876			AL669813.3
ENSG00000207027			AC012119.1
ENSG00000201847	ENSMUSG00000065305	Gm23246	SNORD31B
ENSG00000252647			RNA5SP416
ENSG00000252800			AL132992.1
ENSG00000239149			SNORA59A
ENSG00000274686			AL391421.2
ENSG00000201356			RNA5SP500
ENSG00000201198	ENSMUSG00000064575	Gm25798	RNU6-879P
ENSG00000243959			RN7SL684P
ENSG00000265495			AL671859.1
ENSG00000239102			RNU7-185P
ENSG00000207196			AP000590.1
ENSG00000201271			RNU1-112P
ENSG00000199530			AC021105.1
ENSG00000253070			RNU6-794P
ENSG00000201075			AC040173.1
ENSG00000212473			RNU1-101P
ENSG00000276988			AC010655.5
ENSG00000207195			AC131953.1
ENSG00000252385			RNU6-68P
ENSG00000265255			CR753093.1
ENSG00000251915			RNA5SP406
ENSG00000243066			RN7SL842P
ENSG00000243313			RN7SL285P
ENSG00000201818			RNY4P17
ENSG00000277234			RNU1-5P
ENSG00000212378			AC092630.1
ENSG00000238912			AC137675.2
ENSG00000283551	ENSMUSG00000080469	Snord98	SNORD98
ENSG00000201868			AL590434.1
ENSG00000238711			RNY4P25
ENSG00000199488	ENSMUSG00000077369	Gm23485	RNU1-70P
ENSG00000244610			RN7SL756P
ENSG00000201620			RNA5SP51
ENSG00000239169			SNORD109B
ENSG00000223026			RN7SKP247
ENSG00000252580			AL451137.1
ENSG00000202056			RNA5SP19
ENSG00000280646			RNA5SP196
ENSG00000222721			RN7SKP188
ENSG00000272015			AP001043.2
ENSG00000285609			AL450304.2
ENSG00000252068	ENSMUSG00000095311	Gm25464	RNU6-390P
ENSG00000273866			AL022315.2
ENSG00000276314	ENSMUSG00000089375	Snord107	SNORD107
ENSG00000273499			AC087893.2
ENSG00000240014			RN7SL254P
ENSG00000240250			RN7SL541P
ENSG00000276642			AL445423.2
ENSG00000199453			SNORD115-12
ENSG00000207004			RNU6-301P
ENSG00000278233			RNA5-8SN2
ENSG00000201384	ENSMUSG00000065248	Gm22293	AC007375.1
ENSG00000201384	ENSMUSG00000064477	Gm23404	AC007375.1
ENSG00000201384	ENSMUSG00000065847	Gm25188	AC007375.1
ENSG00000201384	ENSMUSG00000094815	Gm22615	AC007375.1
ENSG00000201384	ENSMUSG00000064811	Gm22358	AC007375.1
ENSG00000201384	ENSMUSG00000065204	Gm24610	AC007375.1
ENSG00000201384	ENSMUSG00000098693	Gm27619	AC007375.1
ENSG00000201384	ENSMUSG00000065262	Gm23451	AC007375.1
ENSG00000201384	ENSMUSG00000077517	Gm25876	AC007375.1
ENSG00000201384	ENSMUSG00000095111	Gm23713	AC007375.1
ENSG00000201384	ENSMUSG00000064814	Gm23939	AC007375.1
ENSG00000201384	ENSMUSG00000065360	Gm24412	AC007375.1
ENSG00000201384	ENSMUSG00000064511	Gm22459	AC007375.1
ENSG00000201384	ENSMUSG00000065265	Gm23455	AC007375.1
ENSG00000201384	ENSMUSG00000064471	Gm23406	AC007375.1
ENSG00000201384	ENSMUSG00000065644	Gm25859	AC007375.1
ENSG00000201384	ENSMUSG00000064642	Gm23299	AC007375.1
ENSG00000201384	ENSMUSG00000064620	Gm22303	AC007375.1
ENSG00000201384	ENSMUSG00000064792	Gm24355	AC007375.1
ENSG00000252292	ENSMUSG00000084666	Gm23211	RN7SKP238
ENSG00000252943	ENSMUSG00000088480	Gm23643	RNU6-264P
ENSG00000238723			AC217773.1
ENSG00000252902			RNA5SP342
ENSG00000275231	ENSMUSG00000098526	Gm27366	AC007351.4
ENSG00000252073	ENSMUSG00000088830	Gm23545	RNU6-947P
ENSG00000222112			RN7SKP16
ENSG00000276100			AC106873.6
ENSG00000288590			AC099689.3
ENSG00000288599			AC068594.3
ENSG00000288594			AP002800.2
ENSG00000207969			MIR507
ENSG00000222616			RN7SKP27
ENSG00000201674			AC236668.1
ENSG00000212434			AC002416.1
ENSG00000201785	ENSMUSG00000065273	Gm25128	SNORD117
ENSG00000238645			AC079416.1
ENSG00000241542			RN7SL369P
ENSG00000206688	ENSMUSG00000077772	Gm22373	SNORD116-18
ENSG00000222604			AC007956.1
ENSG00000200480	ENSMUSG00000064487	Gm23736	SNORD114-28
ENSG00000200480	ENSMUSG00000065749	AF357428	SNORD114-28
ENSG00000200480	ENSMUSG00000064720	Gm25856	SNORD114-28
ENSG00000200480	ENSMUSG00000065022	AF357341	SNORD114-28
ENSG00000200480	ENSMUSG00000064545	Gm22981	SNORD114-28
ENSG00000283146			MIR548AU
ENSG00000274396			AC004079.1
ENSG00000200816	ENSMUSG00000064853	Gm23442	SNORA38
ENSG00000200816	ENSMUSG00000064567	Gm24143	SNORA38
ENSG00000212211			AC096917.1
ENSG00000206612			SNORA2A
ENSG00000283272			AL354926.1
ENSG00000252336			RNA5SP148
ENSG00000252693			AL391241.1
ENSG00000284087			MIR6844
ENSG00000265439			RN7SL811P
ENSG00000264353			CR753842.2
ENSG00000206605	ENSMUSG00000064834	Gm25696	RNU6-946P
ENSG00000206693			SNORA56
ENSG00000283505			MIR5681B
ENSG00000241652			RN7SL253P
ENSG00000207204	ENSMUSG00000094473	Gm25935	RNU6-393P
ENSG00000199575			SNORD114-1
ENSG00000238777			RNU7-141P
ENSG00000207641			MIR510
ENSG00000264847			CR936875.1
ENSG00000252622	ENSMUSG00000064919	Gm22572	RNU6-881P
ENSG00000266295			SNORD117
ENSG00000273544	ENSMUSG00000064604	Snora44	SNORA44
ENSG00000212289			RNA5SP339
ENSG00000206785	ENSMUSG00000093413	Snora15	SNORA15B-2
ENSG00000263372			MIR548AO
ENSG00000274760			AL049766.1
ENSG00000265810			MIR3907
ENSG00000212237			RNA5SP18
ENSG00000276256			AC011043.1
ENSG00000261867			AC079953.2
ENSG00000199094	ENSMUSG00000065567	Mir30c-2	MIR30C2
ENSG00000206998			AL031681.1
ENSG00000222783			RN7SKP212
ENSG00000199158	ENSMUSG00000065586	Mir96	MIR96
ENSG00000243770			RN7SL65P
ENSG00000251804	ENSMUSG00000088736	Gm23898	RNU6-1294P
ENSG00000265059			BX927235.4
ENSG00000201071			AC100840.1
ENSG00000280704			SNORD3E
ENSG00000208036	ENSMUSG00000065514	Mir106b	MIR106B
ENSG00000223271			AC055855.1
ENSG00000199217	ENSMUSG00000064882	Gm24202	RNU6-1123P
ENSG00000276770			MIR6780B
ENSG00000207689			MIR548A2
ENSG00000201675	ENSMUSG00000084445	Gm26252	SNORD32A
ENSG00000201675	ENSMUSG00000065219	Snord32a	SNORD32A
ENSG00000264474			MIR4656
ENSG00000212259	ENSMUSG00000064845	Gm26203	RNU6-308P
ENSG00000201827	ENSMUSG00000065004	Gm26326	AC022296.1
ENSG00000274230			AC007351.3
ENSG00000222937	ENSMUSG00000089239	Gm22200	SNORD63B
ENSG00000264342			MIR3660
ENSG00000276746			Z93017.1
ENSG00000278515			AC233698.2
ENSG00000263529			RN7SL122P
ENSG00000284464	ENSMUSG00000080452	Mir1306	MIR1306
ENSG00000206713			AC111186.1
ENSG00000264056			MIR5685
ENSG00000207508	ENSMUSG00000065381	Gm23096	RNU6-1237P
ENSG00000238431			RNU7-157P
ENSG00000207627			MIR581
ENSG00000238523			RNU7-107P
ENSG00000242769			RN7SL432P
ENSG00000252802			AL627313.2
ENSG00000278433			MIR6070
ENSG00000251706			RNU7-61P
ENSG00000221430			MIR1294
ENSG00000252777			AL645729.1
ENSG00000283971			MIR4442
ENSG00000242889			RN7SL449P
ENSG00000199809			RNA5SP374
ENSG00000202241	ENSMUSG00000084500	Gm25320	RN7SKP186
ENSG00000275982			AC115989.2
ENSG00000277464			RN7SL286P
ENSG00000252162	ENSMUSG00000089070	Gm24498	RNU6-830P
ENSG00000283469			MIR3130-1
ENSG00000271898			MIR4791
ENSG00000223118			RN7SKP102
ENSG00000207638	ENSMUSG00000065530	Mir99a	MIR99A
ENSG00000252128	ENSMUSG00000065281	Gm24452	AL158032.1
ENSG00000199368			RNU6-1084P
ENSG00000212228	ENSMUSG00000087887	Gm23598	AC009121.2
ENSG00000212228	ENSMUSG00000088435	Gm25383	AC009121.2
ENSG00000212228	ENSMUSG00000088726	Gm22210	AC009121.2
ENSG00000212228	ENSMUSG00000089011	Gm24879	AC009121.2
ENSG00000212228	ENSMUSG00000087819	Gm25117	AC009121.2
ENSG00000212228	ENSMUSG00000089589	Gm23343	AC009121.2
ENSG00000212228	ENSMUSG00000088423	Gm22554	AC009121.2
ENSG00000212228	ENSMUSG00000087800	Gm25569	AC009121.2
ENSG00000212228	ENSMUSG00000088056	Gm24262	AC009121.2
ENSG00000212228	ENSMUSG00000089587	Gm23339	AC009121.2
ENSG00000212228	ENSMUSG00000089267	Gm22890	AC009121.2
ENSG00000212228	ENSMUSG00000088255	Gm24288	AC009121.2
ENSG00000212228	ENSMUSG00000088266	Gm24782	AC009121.2
ENSG00000212228	ENSMUSG00000089161	Gm24130	AC009121.2
ENSG00000212228	ENSMUSG00000088260	Gm24780	AC009121.2
ENSG00000212228	ENSMUSG00000088536	Gm23278	AC009121.2
ENSG00000212228	ENSMUSG00000088836	Gm23546	AC009121.2
ENSG00000212228	ENSMUSG00000088103	Gm23993	AC009121.2
ENSG00000212228	ENSMUSG00000087810	Gm25113	AC009121.2
ENSG00000212228	ENSMUSG00000088635	Gm22315	AC009121.2
ENSG00000212228	ENSMUSG00000084744	Gm25291	AC009121.2
ENSG00000212228	ENSMUSG00000089190	Gm25771	AC009121.2
ENSG00000212228	ENSMUSG00000087781	Gm23168	AC009121.2
ENSG00000212228	ENSMUSG00000088541	Gm24963	AC009121.2
ENSG00000212228	ENSMUSG00000084708	Gm22988	AC009121.2
ENSG00000212228	ENSMUSG00000087973	Gm23716	AC009121.2
ENSG00000212228	ENSMUSG00000088060	Gm24475	AC009121.2
ENSG00000212228	ENSMUSG00000088273	Gm23123	AC009121.2
ENSG00000212228	ENSMUSG00000088856	Gm24727	AC009121.2
ENSG00000212228	ENSMUSG00000088774	Gm26036	AC009121.2
ENSG00000252437			RNA5SP459
ENSG00000207634			MIR521-1
ENSG00000222488			RNU6-285P
ENSG00000207802			MIR646
ENSG00000251956			RNU6-617P
ENSG00000207193			AL138883.1
ENSG00000222246			MIR1471
ENSG00000207263	ENSMUSG00000077772	Gm22373	SNORD116-16
ENSG00000206822			AL136038.3
ENSG00000206845			RNU6-209P
ENSG00000276640			CR759763.3
ENSG00000207788			MIR519C
ENSG00000283880			MIR7704
ENSG00000249784			SCARNA22
ENSG00000283394			MIR7515
ENSG00000240186			RN7SL633P
ENSG00000274097	ENSMUSG00000064618	n-R5s95	RNA5SP535
ENSG00000240347			RN7SL35P
ENSG00000243549			RN7SL705P
ENSG00000206907			RNU6-1013P
ENSG00000281311	ENSMUSG00000105884	Gm22711	AC025362.1
ENSG00000200211			RNY4P27
ENSG00000264060			MIR4316
ENSG00000275107			MIR6782
ENSG00000274111			MIR6777
ENSG00000222973	ENSMUSG00000064682	Gm25813	RNU2-25P
ENSG00000244501			RN7SL623P
ENSG00000241552			RN7SL58P
ENSG00000212304	ENSMUSG00000077698	Snord12	SNORD12
ENSG00000212304	ENSMUSG00000077565	Gm23201	SNORD12
ENSG00000202195			AC087073.1
ENSG00000199645			RNU6-1330P
ENSG00000207996			MIR301A
ENSG00000202111			VTRNA1-2
ENSG00000274172			MIR8071-1
ENSG00000202351			RN7SKP204
ENSG00000252260			RNA5SP461
ENSG00000207948			MIR328
ENSG00000206908			RNU1-136P
ENSG00000201085			RNU6-173P
ENSG00000212302			AL135998.2
ENSG00000267195			MIR212
ENSG00000284152			MIR6758
ENSG00000265005			MIR548W
ENSG00000275574			AC139677.1
ENSG00000251913			RNU6-513P
ENSG00000199381			RNU6-79P
ENSG00000252913			RNU6-158P
ENSG00000206806			AC018951.1
ENSG00000238680	ENSMUSG00000084653	Gm26091	RNU6-1037P
ENSG00000273778			MIR6765
ENSG00000221060			AL157789.1
ENSG00000241461			RN7SL182P
ENSG00000283340			MIR3119-1
ENSG00000207993	ENSMUSG00000065426	Mir134	MIR134
ENSG00000243125			RN7SL807P
ENSG00000238813			AC010127.1
ENSG00000201510			RN7SKP217
ENSG00000201988			AL662797.1
ENSG00000221788			MIR1252
ENSG00000253031			RNA5SP291
ENSG00000266458			MIR4259
ENSG00000252369			RNU7-51P
ENSG00000275399			NLRP2
ENSG00000207495			RNY3P10
ENSG00000277967			AL049766.3
ENSG00000278520			MIR7851
ENSG00000263987			MIR5698
ENSG00000278794			AC015884.3
ENSG00000274978			RNU11
ENSG00000223168			RN7SKP142
ENSG00000206820	ENSMUSG00000065371	Gm22739	RNU1-138P
ENSG00000266041			MIR4690
ENSG00000207000			RNU6-820P
ENSG00000201990			AC005995.1
ENSG00000206640			AL356273.2
ENSG00000252854			RN7SKP5
ENSG00000274940			MIR8083
ENSG00000200884			AC008850.1
ENSG00000265372			MIR4675
ENSG00000252952	ENSMUSG00000087939	Gm23676	RNU6-58P
ENSG00000278465			MIR6769B
ENSG00000252408	ENSMUSG00000064542	Gm22980	AC005787.1
ENSG00000252408	ENSMUSG00000064536	Gm23615	AC005787.1
ENSG00000238610			RNU7-26P
ENSG00000251990			RNA5SP180
ENSG00000222715			MIR1911
ENSG00000281394	ENSMUSG00000087990	Gm25058	SCARNA4
ENSG00000281394	ENSMUSG00000105448	Gm25820	SCARNA4
ENSG00000281394	ENSMUSG00000106307	Gm23370	SCARNA4
ENSG00000281394	ENSMUSG00000087716	Gm25825	SCARNA4
ENSG00000281394	ENSMUSG00000088777	Gm26039	SCARNA4
ENSG00000281394	ENSMUSG00000105400	Gm22897	SCARNA4
ENSG00000281394	ENSMUSG00000105120	Gm26413	SCARNA4
ENSG00000281394	ENSMUSG00000105886	Gm22813	SCARNA4
ENSG00000207371			AL160163.1
ENSG00000222092	ENSMUSG00000087730	Gm24650	RNU6-908P
ENSG00000207220	ENSMUSG00000087812	Gm25115	RNU1-57P
ENSG00000251971	ENSMUSG00000088656	Gm24848	RNU6-1333P
ENSG00000253026			RNU6-464P
ENSG00000212595			RNA5SP525
ENSG00000284568			MIR371B
ENSG00000277001			AC123595.2
ENSG00000265719			MIR4681
ENSG00000221028			MIR1231
ENSG00000252524			AC079403.1
ENSG00000252005			RNU4ATAC8P
ENSG00000199469	ENSMUSG00000065215	Gm26263	RNU1-62P
ENSG00000266738			MIR4757
ENSG00000200120			AC013452.1
ENSG00000276102			MIR6747
ENSG00000265370			MIR4682
ENSG00000207116			RNU6-31P
ENSG00000206935			RNU6-514P
ENSG00000201318	ENSMUSG00000064487	Gm23736	SNORD114-30
ENSG00000201318	ENSMUSG00000065749	AF357428	SNORD114-30
ENSG00000201318	ENSMUSG00000064720	Gm25856	SNORD114-30
ENSG00000201318	ENSMUSG00000065022	AF357341	SNORD114-30
ENSG00000201318	ENSMUSG00000064545	Gm22981	SNORD114-30
ENSG00000238498			SNORD13P1
ENSG00000207923			MIR559
ENSG00000207805			MIR483
ENSG00000212380			SNORD115-45
ENSG00000206911			AP001894.1
ENSG00000266570			MIR5579
ENSG00000200213			RNU6-992P
ENSG00000207275	ENSMUSG00000089228	Gm25044	RNU6-441P
ENSG00000207275	ENSMUSG00000087925	Gm23232	RNU6-441P
ENSG00000277864			SCARNA15
ENSG00000200406	ENSMUSG00000064487	Gm23736	SNORD114-23
ENSG00000200406	ENSMUSG00000065749	AF357428	SNORD114-23
ENSG00000200406	ENSMUSG00000064720	Gm25856	SNORD114-23
ENSG00000200406	ENSMUSG00000065022	AF357341	SNORD114-23
ENSG00000200406	ENSMUSG00000064545	Gm22981	SNORD114-23
ENSG00000283637			MIR4776-2
ENSG00000207713	ENSMUSG00000065462	Mir200c	MIR200C
ENSG00000264906			MIR4494
ENSG00000200686			RNY3P3
ENSG00000239005	ENSMUSG00000089255	Snora78	AC097376.1
ENSG00000285776			AL158069.2
ENSG00000252519			RNU6-783P
ENSG00000266887			MIR4535
ENSG00000266655			MIR3908
ENSG00000263616			RN7SL178P
ENSG00000278048			AC024051.10
ENSG00000207719			MIR623
ENSG00000283785	ENSMUSG00000093007	Mir15a	MIR15A
ENSG00000274284			AC244154.1
ENSG00000222610			RNU6-402P
ENSG00000199075	ENSMUSG00000065513	Mir26a-1	MIR26A1
ENSG00000283346			MIR6511B2
ENSG00000242928			RN7SL868P
ENSG00000206889			RNU6-1200P
ENSG00000280554	ENSMUSG00000064918	Gm22571	AC116913.2
ENSG00000284269			MIR7855
ENSG00000201308	ENSMUSG00000088002	Gm24775	RNU6-512P
ENSG00000252204	ENSMUSG00000088280	Gm23584	AC023050.2
ENSG00000284078			SNORD138
ENSG00000266307			MIR5093
ENSG00000266439			RN7SL493P
ENSG00000207300			AL357060.1
ENSG00000207761			MIR329-1
ENSG00000200685			AC013828.1
ENSG00000221287			MIR1289-2
ENSG00000201201	ENSMUSG00000065037	Rn7sk	RN7SKP118
ENSG00000201201	ENSMUSG00000065808	Gm23037	RN7SKP118
ENSG00000200471			RNU6-1125P
ENSG00000252080			RNU7-99P
ENSG00000207959			MIR656
ENSG00000207019	ENSMUSG00000088001	Gm22883	RNU6-167P
ENSG00000207019	ENSMUSG00000096731	Gm24316	RNU6-167P
ENSG00000283795			MIR4426
ENSG00000202199	ENSMUSG00000088692	Gm23838	RNU1-115P
ENSG00000202199	ENSMUSG00000089060	Gm22361	RNU1-115P
ENSG00000200488	ENSMUSG00000064694	Gm24146	RN7SKP203
ENSG00000284517			MIR6873
ENSG00000281159	ENSMUSG00000105450	Gm22813	AC112786.1
ENSG00000281159	ENSMUSG00000106489	Gm23370	AC112786.1
ENSG00000281159	ENSMUSG00000105288	Gm25820	AC112786.1
ENSG00000281159	ENSMUSG00000106272	Gm22897	AC112786.1
ENSG00000281159	ENSMUSG00000104857	Gm26413	AC112786.1
ENSG00000252762	ENSMUSG00000087791	Gm25969	AC021863.1
ENSG00000265957			MIR4319
ENSG00000275373			MIR6124
ENSG00000251875			RNU5F-2P
ENSG00000207943			MIR634
ENSG00000277138			MIR6509
ENSG00000200419			AC090527.1
ENSG00000238862	ENSMUSG00000089001	Gm23852	SNORD19B
ENSG00000238862	ENSMUSG00000087912	Gm24916	SNORD19B
ENSG00000199143			MIR373
ENSG00000266192			MIR1260B
ENSG00000200225			RNA5SP382
ENSG00000201097	ENSMUSG00000088793	Gm22540	RNU6-366P
ENSG00000266189			MIR3186
ENSG00000252438	ENSMUSG00000065463	Snord45c	AL391314.1
ENSG00000212191			AC017087.1
ENSG00000221442			MIR548F4
ENSG00000263885			MIR3920
ENSG00000275519			MIR6804
ENSG00000275840			AP000552.5
ENSG00000207797	ENSMUSG00000065532	Mir187	MIR187
ENSG00000239128			SNORD13P3
ENSG00000251970	ENSMUSG00000065371	Gm22739	RNU1-41P
ENSG00000252302			RNA5SP147
ENSG00000283327			MIR6841
ENSG00000199570			RNU6-228P
ENSG00000265321			MIR4263
ENSG00000252485	ENSMUSG00000065145	Vaultrc5	AC007679.3
ENSG00000252485	ENSMUSG00000064905	Gm25403	AC007679.3
ENSG00000265861			MIR4495
ENSG00000207970			MIR660
ENSG00000283801			MIR1302-11
ENSG00000200397			AC005076.1
ENSG00000275523			MIR6508
ENSG00000212282			RNU6-578P
ENSG00000200799	ENSMUSG00000088216	Gm22080	RNU6-770P
ENSG00000201242			RNY1P1
ENSG00000276319			MIR8079
ENSG00000239105			RNU7-73P
ENSG00000212175			AC015982.1
ENSG00000264934			MIR4265
ENSG00000283958			MIR1248
ENSG00000222934	ENSMUSG00000087726	Gm26275	RN7SKP284
ENSG00000199812			RNU6-428P
ENSG00000283856			MIR7703
ENSG00000274934			AC009014.1
ENSG00000252835			SCARNA21
ENSG00000284140	ENSMUSG00000093246	Gm24572	MIR3618
ENSG00000239333			RN7SL658P
ENSG00000201492			RNA5SP78
ENSG00000207716			MIR572
ENSG00000277786			NLRP7
ENSG00000266449			MIR3713
ENSG00000201554			AC110994.1
ENSG00000200536	ENSMUSG00000089177	Gm22435	AL137790.1
ENSG00000212624			AL050343.1
ENSG00000265213			MIR3684
ENSG00000283275			MIR4275
ENSG00000221400	ENSMUSG00000104856	Rnu3b3	SNORD3J
ENSG00000221400	ENSMUSG00000065883	Gm22865	SNORD3J
ENSG00000221400	ENSMUSG00000098641	Rnu3b4	SNORD3J
ENSG00000221400	ENSMUSG00000064776	Gm25203	SNORD3J
ENSG00000221400	ENSMUSG00000098925	Rnu3b2	SNORD3J
ENSG00000221400	ENSMUSG00000064400	Gm23927	SNORD3J
ENSG00000221400	ENSMUSG00000098425	Gm24949	SNORD3J
ENSG00000221400	ENSMUSG00000065629	Gm24826	SNORD3J
ENSG00000221400	ENSMUSG00000105025	Rnu3b1	SNORD3J
ENSG00000221400	ENSMUSG00000077403	Gm25419	SNORD3J
ENSG00000274805			MIR6768
ENSG00000201659			RNU12-2P
ENSG00000221114			RNU6ATAC30P
ENSG00000283636			AC074367.2
ENSG00000253024	ENSMUSG00000089189	Gm22943	RNU6-1238P
ENSG00000263361			MIR378H
ENSG00000253053	ENSMUSG00000088683	Gm24858	RN7SKP289
ENSG00000253053	ENSMUSG00000088226	Gm22596	RN7SKP289
ENSG00000266698			MIR3945
ENSG00000257381			MIR3179-2
ENSG00000212316	ENSMUSG00000088000	Gm25493	RNU6-1228P
ENSG00000265903			AL662848.3
ENSG00000202476			AC116348.1
ENSG00000243027			RN7SL354P
ENSG00000276824			MIR7159
ENSG00000252815	ENSMUSG00000089293	Gm23210	RNU6-410P
ENSG00000264732			MIR4638
ENSG00000212571			RNA5SP482
ENSG00000242398			RN7SL800P
ENSG00000265669			MIR548AJ1
ENSG00000207808	ENSMUSG00000065444	Mir27a	MIR27A
ENSG00000251916			RNU1-61P
ENSG00000200521			AC104787.1
ENSG00000222800	ENSMUSG00000088339	Gm22850	RNU2-62P
ENSG00000201770			RNU6-384P
ENSG00000226572	ENSMUSG00000065272	Snord57	SNORD57
ENSG00000284135			MIR3654
ENSG00000266287			MIR3683
ENSG00000206645			AC006583.1
ENSG00000265418			MIR4261
ENSG00000202534			RNU6-1329P
ENSG00000212533	ENSMUSG00000065231	Gm22972	AC008013.1
ENSG00000212533	ENSMUSG00000088340	Gm22338	AC008013.1
ENSG00000200026			AL161448.1
ENSG00000265520			MIR548V
ENSG00000202339			RNU4-45P
ENSG00000273833			TFPT
ENSG00000207704			MIR548AA1
ENSG00000222767			AC007533.1
ENSG00000264764			MIR4772
ENSG00000202417			AC010240.1
ENSG00000283522			MIR3150A
ENSG00000284054			MIR7112
ENSG00000212336			RNA5SP210
ENSG00000239075	ENSMUSG00000089413	Gm22013	RNU6-274P
ENSG00000201516			AC093605.1
ENSG00000222659	ENSMUSG00000077783	Gm23907	RNU2-8P
ENSG00000274860			AC055872.2
ENSG00000283639			MIR9500
ENSG00000284459	ENSMUSG00000105904	Mir24-1	MIR24-1
ENSG00000276575			MIR6895
ENSG00000207158			RNU6-929P
ENSG00000201511			AC084198.1
ENSG00000221574			RNU6ATAC33P
