AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
BST2	201641_at	6.93	7.12	0.19	0.14	4.52	9.61	0.80	80	83	106	39
OSTM1	218196_at	6.61	6.94	0.33	0.20	3.72	9.18	0.96	67	109	84	35
PELI1	218319_at	7.75	8.95	1.21	0.38	5.02	10.31	0.77	12	205	12	11
SMS	202043_s_at	7.56	8.71	1.15	0.39	4.96	10.10	0.81	14	202	14	12
NLRC5	226474_at	7.84	7.73	-0.11	-0.06	6.04	10.00	0.74	135	43	113	72
ETV6	235056_at	6.72	7.18	0.46	0.25	4.47	8.51	0.75	45	131	71	26
ZNF780A	215570_s_at	4.39	4.21	-0.17	-0.19	2.99	6.09	0.65	149	39	110	79
LOC283875	230525_at	7.00	6.46	-0.54	-0.27	5.47	8.67	0.59	198	21	57	150
C17orf71	218514_at	6.90	7.37	0.47	0.37	4.55	8.56	0.59	30	116	100	12
FBXL3	225132_at	9.92	10.22	0.31	0.20	7.10	12.06	0.75	61	114	89	25
GNAI1	227692_at	7.29	7.69	0.40	0.27	4.53	10.21	1.06	64	116	79	33
KCNK1	204678_s_at	7.55	8.08	0.52	0.35	5.60	9.59	0.73	37	129	77	22
C2CD2	212875_s_at	6.97	7.19	0.22	0.23	5.09	8.69	0.55	61	66	141	21
LOC652993	217998_at	6.94	6.76	-0.18	-0.16	5.44	9.21	0.64	153	25	127	76
PKIB	223551_at	9.18	9.88	0.70	0.09	4.22	12.10	1.81	68	149	23	56
CFD	205382_s_at	8.29	8.37	0.08	0.03	5.86	11.03	1.09	104	88	62	78
RIT1	236224_at	6.29	6.75	0.47	0.24	3.37	8.64	1.03	58	128	62	38
TM9SF4	212194_s_at	7.12	7.77	0.65	0.34	4.89	9.53	0.75	29	146	62	20
RHOB	212099_at	8.05	8.95	0.90	0.26	3.92	11.91	1.31	39	163	34	31
VPS28	218679_s_at	9.29	9.76	0.47	0.25	7.42	10.70	0.58	33	137	74	17
MFAP5	213764_s_at	5.06	4.61	-0.46	-0.07	2.81	8.79	1.60	148	66	25	137
C6orf62	208809_s_at	7.50	8.98	1.49	0.30	4.49	10.03	0.82	11	215	4	9
RHBDL3	233232_at	5.40	5.01	-0.40	-0.27	4.20	7.41	0.48	197	12	107	109
AK3	224655_at	9.98	11.07	1.09	0.30	6.95	12.04	0.69	12	207	13	8
ALDH9A1	201612_at	9.07	10.20	1.14	0.46	6.95	11.53	0.64	8	212	10	6
TRIAP1	218403_at	7.97	8.98	1.02	0.50	5.49	10.59	0.77	14	201	15	12
SASH3	204923_at	6.88	6.85	-0.03	-0.02	5.00	8.89	0.69	121	51	118	59
TAP2	225973_at	7.35	7.35	0.00	0.00	4.79	9.40	0.87	114	65	109	54
C8orf4	218541_s_at	6.86	7.06	0.20	0.09	3.90	10.55	1.39	94	97	64	67
WDR36	226180_at	7.33	7.20	-0.13	-0.17	4.45	9.37	0.84	138	41	130	57
FCAR	211307_s_at	4.81	4.19	-0.62	-0.26	3.46	8.11	0.57	207	12	43	173
SEP15	200902_at	8.53	10.22	1.70	0.26	5.81	11.52	0.87	9	214	5	9
NLRP1	1562256_at	6.12	5.80	-0.31	-0.21	4.56	8.52	0.65	173	27	95	106
HBXIP	202300_at	9.05	9.77	0.73	0.31	5.94	10.79	0.66	20	175	43	10
REXO2	218194_at	10.08	9.89	-0.19	-0.14	6.32	12.69	0.89	148	37	116	75
CAPZB	201950_x_at	9.11	9.74	0.63	0.09	6.36	11.01	1.10	53	162	26	40
TFAP2B	214451_at	4.37	3.89	-0.48	-0.31	3.32	6.76	0.46	205	8	82	138
LOC100133686	237266_at	7.06	6.47	-0.59	-0.32	5.19	8.84	0.58	203	16	56	156
SELM	226051_at	7.11	7.48	0.36	0.21	4.32	10.55	1.04	67	111	74	43
KIAA1797	218503_at	7.76	7.66	-0.11	-0.12	5.24	9.36	0.68	137	42	139	47
CBY3	241712_at	4.41	3.80	-0.61	-0.29	3.12	6.27	0.48	209	12	41	175
VWA3A	1553657_at	7.60	7.11	-0.49	-0.21	5.94	9.54	0.68	189	19	59	150
FLJ35934	1564383_s_at	4.98	4.56	-0.42	-0.26	3.63	7.66	0.54	194	14	94	120
FAM13A1	202973_x_at	8.79	9.48	0.69	0.33	4.38	11.46	0.91	31	151	63	14
CLEC2B	209732_at	7.66	7.80	0.15	0.10	5.24	9.86	0.96	93	87	79	62
LARP4	212714_at	7.26	8.37	1.11	0.41	4.59	10.00	0.79	14	203	14	11
SLC44A5	235763_at	5.20	4.87	-0.32	-0.04	2.90	9.35	1.75	137	79	25	124
MSRB3	225782_at	6.66	6.49	-0.17	-0.08	3.71	11.38	1.45	131	68	61	99
ERBB3	226213_at	10.34	10.86	0.52	0.29	7.10	12.44	0.80	40	137	68	23
DPPA5	241550_at	4.75	4.23	-0.52	-0.28	3.61	6.57	0.44	208	8	67	153
CD52	34210_at	7.39	7.18	-0.21	-0.16	4.29	10.69	1.20	139	55	76	97
UHRF1	225655_at	7.51	7.39	-0.13	-0.12	4.41	9.70	0.87	135	45	109	74
FANCI	213007_at	6.90	6.76	-0.14	-0.08	4.61	8.85	0.87	136	55	86	87
GSTP1	200824_at	9.73	9.89	0.16	0.14	7.69	11.79	0.89	88	76	105	47
AHCTF1	226115_at	6.64	6.39	-0.25	-0.28	4.75	8.64	0.75	160	31	114	83
TMEM35	219685_at	5.26	4.68	-0.58	-0.26	3.45	8.91	0.86	188	23	53	152
ZNF32	209538_at	7.38	7.43	0.05	0.07	5.50	9.11	0.68	103	59	121	48
FAM3C	201889_at	7.54	9.35	1.81	0.36	3.99	11.05	1.12	12	215	4	9
ISG15	205483_s_at	8.25	8.42	0.16	0.15	5.09	11.23	0.91	87	74	112	42
LDHD	229241_at	6.07	6.04	-0.02	-0.01	4.10	7.91	0.82	118	72	84	72
DNAJA2	209157_at	7.51	8.42	0.91	0.24	4.05	9.70	0.96	28	189	24	15
CEP72	219531_at	5.02	4.77	-0.25	-0.22	3.62	7.12	0.67	164	22	113	93
MRPS36	224302_s_at	7.56	9.03	1.47	0.35	5.28	10.54	0.75	8	212	8	8
SCOC	224786_at	7.88	9.73	1.84	0.33	4.80	11.54	0.96	9	217	3	8
TMCO3	226050_at	7.97	8.82	0.85	0.30	4.88	10.45	0.90	27	183	28	17
MGC33556	238366_at	6.68	6.18	-0.50	-0.33	5.13	8.55	0.50	203	13	80	135
CDK2AP1	201938_at	9.43	10.44	1.01	0.34	6.61	11.78	0.79	16	196	20	12
LAMB1	201505_at	6.75	8.03	1.28	0.37	4.04	9.41	0.93	15	202	14	12
STK24	208855_s_at	11.24	11.74	0.50	0.37	9.19	13.03	0.51	21	130	89	9
PANX2	1552944_a_at	8.61	8.15	-0.47	-0.28	7.33	10.69	0.49	201	10	82	136
UGP2	232180_at	6.77	6.11	-0.67	-0.26	4.51	9.36	1.04	183	33	45	150
KIAA0564	212946_at	7.91	8.34	0.43	0.27	5.04	10.15	0.81	46	116	93	19
CENPN	219555_s_at	7.50	7.28	-0.22	-0.18	5.43	9.30	0.87	147	53	85	90
HIGD1A	242317_at	8.13	8.56	0.43	0.08	4.69	10.87	1.36	75	140	28	60
SNX12	224684_at	8.18	8.77	0.59	0.35	6.46	9.90	0.50	18	155	65	8
ABLIM1	200965_s_at	8.37	9.90	1.54	0.37	5.57	11.93	0.82	8	213	8	7
GRIN1	205914_s_at	5.62	5.10	-0.51	-0.33	4.24	7.73	0.58	200	14	76	138
GNAZ	204993_at	6.24	5.76	-0.48	-0.31	4.91	7.99	0.54	200	14	79	135
SLC39A7	202667_s_at	7.16	7.35	0.18	0.11	4.97	9.66	0.74	80	78	106	44
LOC100130131	234655_at	4.11	3.14	-0.98	-0.24	2.68	6.59	0.48	219	7	9	212
TXNDC4	208959_s_at	8.60	9.94	1.34	0.31	6.05	10.82	0.61	7	216	6	6
PAPOLG	222839_s_at	6.27	6.48	0.21	0.19	3.90	8.89	0.88	78	72	111	45
SP1	1553685_s_at	5.58	5.87	0.29	0.06	3.44	7.55	1.17	84	125	34	69
EFNB2	202669_s_at	8.66	9.08	0.41	0.26	6.10	11.01	0.96	58	116	82	30
TMEM64	225974_at	6.46	7.01	0.55	0.23	3.49	9.50	1.19	56	138	57	33
MRPL15	218027_at	8.46	9.62	1.16	0.29	5.10	10.91	0.93	18	198	16	14
FOXO1	202723_s_at	7.81	7.36	-0.45	-0.12	5.46	10.12	1.14	161	49	40	139
ABCC11	224146_s_at	4.17	3.66	-0.51	-0.30	3.04	5.78	0.43	208	9	71	148
CNTN3	229831_at	5.56	6.32	0.76	0.18	2.96	9.05	1.48	56	153	25	50
ESPN	233979_s_at	5.92	5.92	-0.00	0.00	4.19	7.70	0.76	114	66	99	63
GREM1	218469_at	6.20	6.09	-0.11	-0.04	3.12	11.85	1.80	122	85	42	101
EPPK1	232165_at	8.00	9.14	1.13	0.46	5.10	11.42	1.03	17	191	24	13
PTK6	206482_at	7.19	7.34	0.15	0.13	4.91	9.25	0.88	90	79	103	46
CCL14	210390_s_at	7.84	8.51	0.67	0.22	3.80	10.67	1.26	53	146	37	45
ANKRD27	221522_at	7.47	8.47	1.00	0.32	4.84	9.48	0.59	11	204	17	7
CANT1	46323_at	9.42	10.34	0.91	0.39	6.80	11.52	0.63	13	201	19	8
LOC646627	238143_at	9.93	10.35	0.42	0.10	6.28	12.98	1.62	81	131	29	68
STAT3	208991_at	8.65	9.73	1.08	0.28	5.56	11.29	0.86	18	193	23	12
SPANXA1	220922_s_at	5.58	5.09	-0.49	-0.29	4.36	6.95	0.47	204	13	76	139
TOMM70A	201512_s_at	7.02	7.96	0.94	0.29	4.24	9.33	0.98	27	179	32	17
BPGM	203502_at	5.57	5.85	0.28	0.23	3.30	7.59	0.69	62	95	103	30
DNAJA1	200880_at	7.95	9.08	1.13	0.40	5.18	10.57	0.77	13	210	8	10
COG6	225769_at	7.01	7.76	0.75	0.31	4.14	10.20	1.04	34	162	49	17
PLAC8	219014_at	11.09	11.71	0.62	0.12	8.08	13.48	1.26	58	154	33	41
TRIM38	203610_s_at	7.22	7.40	0.18	0.08	5.32	8.40	0.65	78	94	105	29
FHL3	218818_at	6.89	6.48	-0.41	-0.37	5.52	8.39	0.46	201	9	117	102
LOC493869	227628_at	5.86	5.84	-0.02	-0.02	3.55	8.22	0.98	117	68	93	67
CIRH1A	230656_s_at	7.96	8.20	0.24	0.21	5.01	9.99	0.96	78	82	106	40
TTLL12	1552257_a_at	8.47	9.10	0.62	0.35	6.27	10.07	0.53	18	165	54	9
PCDHGA10	211876_x_at	5.49	4.75	-0.74	-0.36	3.87	7.39	0.54	214	11	44	173
TP53I3	210609_s_at	8.38	8.84	0.46	0.25	6.06	10.24	0.69	40	134	73	21
RGS2	202388_at	8.45	8.61	0.16	0.06	3.92	11.70	1.21	95	94	67	67
ERO1L	222646_s_at	8.06	8.02	-0.04	0.00	4.85	10.48	1.05	120	70	86	72
DMN	212730_at	8.67	6.88	-1.79	-0.30	4.24	12.91	1.65	204	23	5	200
AMT	204294_at	7.93	8.23	0.30	0.24	6.02	9.17	0.57	52	87	119	22
NEDD1	234984_at	7.63	7.44	-0.18	-0.20	3.69	9.83	0.72	153	27	138	63
SLC25A23	226010_at	8.38	8.44	0.06	0.06	6.67	10.75	0.78	103	71	91	66
TXNIP	201008_s_at	10.02	10.57	0.56	0.07	7.00	12.47	1.45	69	151	20	57
FZD5	221245_s_at	9.41	10.08	0.67	0.28	5.69	11.52	0.81	30	159	53	16
PEX7	205420_at	6.51	6.62	0.12	0.08	3.48	8.41	0.92	96	79	102	47
VIP	206577_at	5.19	4.13	-1.06	-0.12	2.58	9.56	1.66	180	42	14	172
CEBPD	203973_s_at	8.95	9.27	0.32	0.33	6.31	11.05	0.71	53	91	118	19
RGMB	226989_at	8.47	8.99	0.53	0.25	4.97	12.13	1.22	57	130	61	37
NGB	220337_at	5.99	5.48	-0.51	-0.35	4.60	7.66	0.48	206	10	84	134
UBXD7	212840_at	6.63	6.84	0.21	0.22	4.54	8.41	0.67	72	85	108	35
TMEM106B	218930_s_at	6.98	8.86	1.88	0.29	3.64	10.46	1.09	11	211	7	10
CTCFL	216508_x_at	8.66	9.01	0.35	0.20	6.41	10.33	0.73	56	118	79	31
CYLD	221905_at	6.65	6.57	-0.09	-0.07	4.77	8.47	0.72	131	47	121	60
RP5-1000E10.4	228026_at	6.01	6.97	0.96	0.29	2.98	9.11	0.96	24	188	26	14
ALS2CR16	1554106_at	6.98	6.99	0.01	0.00	4.32	9.65	1.11	113	77	80	71
MATR3	200626_s_at	8.73	10.03	1.30	0.29	4.88	11.81	0.99	17	204	12	12
FAM46C	226811_at	8.46	9.04	0.58	0.22	4.27	11.27	1.14	53	140	51	37
ACSL3	201662_s_at	6.82	8.72	1.90	0.31	3.71	10.14	1.00	9	215	5	8
CAPG	201850_at	8.75	8.83	0.08	0.06	6.64	11.11	0.83	101	72	105	51
NCK2	203315_at	8.09	8.83	0.74	0.37	5.77	9.70	0.49	12	188	35	5
ANKRA2	218769_s_at	6.22	7.87	1.65	0.42	3.34	9.82	0.95	9	215	5	8
C14orf101	219757_s_at	7.19	7.79	0.61	0.24	4.29	9.40	0.95	44	145	50	33
SCGB3A1	230378_at	6.60	6.11	-0.49	-0.25	5.28	8.80	0.53	200	14	67	147
NPDC1	218086_at	8.66	8.58	-0.08	-0.08	6.92	10.82	0.86	127	57	92	79
PSG6	239910_at	5.35	4.99	-0.36	-0.31	3.88	6.83	0.44	197	13	115	100
MUC5B	213432_at	7.39	7.66	0.27	0.17	4.81	11.48	1.27	84	95	75	58
COG3	223450_s_at	6.91	7.66	0.75	0.32	4.96	8.87	0.65	20	176	40	12
RMI1	218979_at	6.62	7.49	0.87	0.38	4.14	9.52	0.90	23	179	32	17
SPRED2	212458_at	7.49	8.36	0.87	0.29	4.43	9.88	0.87	26	187	24	17
IGF2AS	220561_at	6.54	6.03	-0.51	-0.29	4.69	9.11	0.56	200	16	67	145
SDHC	215088_s_at	8.22	9.14	0.92	0.38	6.56	10.12	0.52	9	203	17	8
OSBPL1A	209485_s_at	7.46	7.65	0.19	0.04	4.08	9.55	1.14	91	101	75	52
RPL36	219762_s_at	10.55	11.00	0.46	0.20	8.34	12.49	0.90	55	131	59	38
MFAP4	212713_at	6.69	6.82	0.13	0.05	5.11	9.34	0.90	95	87	71	70
RWDD3	205087_at	6.85	7.47	0.62	0.33	4.54	8.66	0.64	25	162	52	14
OR51E2	236121_at	5.00	4.45	-0.55	-0.17	3.33	8.17	0.92	180	30	45	153
PPAP2C	209529_at	7.62	7.98	0.35	0.19	4.53	10.10	1.04	69	113	75	40
PLEKHB2	201411_s_at	8.39	9.19	0.79	0.27	6.00	10.60	0.96	34	176	25	27
C6orf115	223361_at	7.75	9.50	1.75	0.32	3.98	10.69	0.87	8	216	6	6
BRD1	204520_x_at	6.56	7.29	0.72	0.32	4.31	8.63	0.64	20	176	41	11
S100A11	200660_at	9.30	9.81	0.50	0.25	6.28	12.00	1.15	59	127	57	44
S100P	204351_at	10.11	10.54	0.42	0.14	5.31	13.39	1.75	82	120	42	66
IMP3	221688_s_at	7.95	8.31	0.36	0.11	5.64	9.50	0.83	62	130	61	37
MTHFD2	201761_at	7.80	8.97	1.17	0.36	3.61	11.08	1.34	28	176	33	19
NARS	200027_at	9.65	11.28	1.63	0.29	6.26	12.04	0.71	7	220	2	6
BRP44	202427_s_at	9.49	10.43	0.95	0.27	6.74	11.59	0.73	17	188	29	11
EPS8L1	218779_x_at	7.07	6.62	-0.44	-0.31	5.50	8.86	0.59	193	16	90	122
RPS6KA1	203379_at	8.06	8.39	0.34	0.26	6.25	9.60	0.57	45	99	108	21
NUPL2	204003_s_at	6.46	7.05	0.58	0.28	4.47	8.21	0.67	30	156	53	19
SFRS2B	228760_at	7.36	8.40	1.04	0.44	4.70	10.38	0.83	15	195	23	10
CEACAM1	206576_s_at	9.42	10.16	0.74	0.16	5.41	13.09	1.74	63	147	32	49
FRK	207178_s_at	5.28	5.25	-0.03	-0.03	3.47	7.53	0.90	118	58	96	74
PNRC1	209034_at	9.40	9.98	0.58	0.29	6.35	11.36	0.70	31	158	53	17
N4BP1	32069_at	7.84	7.98	0.14	0.16	4.13	9.40	0.67	81	58	144	26
TXN2	209078_s_at	7.82	8.17	0.35	0.15	5.80	9.49	0.80	63	123	63	42
SOX15	217040_x_at	7.29	7.20	-0.09	-0.05	5.56	9.22	0.66	132	42	116	70
PTPRA	213795_s_at	7.34	7.63	0.28	0.27	5.30	8.53	0.51	47	79	134	15
LOC401321	232256_s_at	5.29	4.67	-0.63	-0.28	3.48	7.16	0.62	203	15	52	161
PLEKHO1	218223_s_at	6.75	6.49	-0.26	-0.19	4.38	10.14	0.85	158	28	116	84
INTS3	202809_s_at	7.59	8.01	0.42	0.40	5.78	9.37	0.49	27	109	108	11
POLR1B	223403_s_at	5.96	7.08	1.12	0.33	3.52	9.05	1.05	22	186	25	17
TBC1D9	212956_at	6.68	7.18	0.49	0.16	3.24	9.24	1.26	67	136	40	52
ACOT7	208002_s_at	8.29	8.73	0.44	0.36	6.15	9.81	0.59	33	105	107	16
MTFR1	203207_s_at	6.99	7.25	0.26	0.24	4.72	8.88	0.80	69	85	111	32
RAB25	218186_at	9.46	10.30	0.84	0.32	6.54	11.99	0.86	25	178	33	17
MED29	225708_at	6.29	6.65	0.36	0.30	4.23	7.65	0.60	44	105	105	18
BCAP29	225674_at	7.27	8.09	0.82	0.32	3.73	10.19	1.18	38	160	43	25
TMEM179	231216_at	6.08	5.38	-0.70	-0.30	4.40	8.67	0.53	212	10	42	176
HMG20B	210719_s_at	7.51	8.22	0.72	0.33	4.10	9.84	0.77	24	163	55	10
RHBDD1	233164_x_at	6.77	6.16	-0.61	-0.33	4.64	8.78	0.63	203	14	58	156
PTCD2	1555910_at	6.24	6.08	-0.16	-0.12	4.05	8.10	0.78	141	53	92	83
ZNF776	228652_at	6.13	6.73	0.60	0.38	3.03	8.84	0.89	35	134	78	16
HEATR5A	226510_at	7.05	8.27	1.22	0.39	3.73	9.87	1.01	18	200	17	11
SPCS3	218817_at	6.26	6.55	0.28	0.16	3.40	9.29	1.02	76	106	75	47
ADRBK2	228771_at	6.04	6.04	0.00	0.00	4.31	8.22	0.86	114	61	99	68
SGPP1	223391_at	7.35	8.21	0.85	0.34	3.60	10.16	0.93	25	182	32	14
CTTNBP2	232136_s_at	5.99	5.32	-0.66	-0.25	3.78	8.68	0.96	187	28	40	160
ZNF702	206557_at	4.48	4.42	-0.06	-0.06	3.00	6.71	0.68	127	35	133	60
ZNF432	227045_at	5.57	5.68	0.11	0.12	3.27	7.38	0.70	92	61	129	38
AP2S1	208074_s_at	8.93	9.46	0.53	0.13	6.28	10.88	0.82	45	165	32	31
SR140	212058_at	7.46	8.71	1.25	0.36	5.25	9.83	0.78	12	209	7	12
COPS6	201405_s_at	8.33	8.67	0.35	0.21	6.40	10.03	0.67	53	114	85	29
GOLT1B	222552_at	7.09	8.85	1.76	0.35	4.08	10.58	0.99	10	217	1	10
CHMP4B	225119_at	7.47	7.68	0.21	0.13	4.66	10.23	1.11	88	98	80	50
LOC203411	226760_at	7.18	8.06	0.89	0.41	4.05	10.22	0.98	25	176	38	14
KIT	205051_s_at	7.42	7.56	0.14	0.10	5.10	9.55	0.81	91	83	90	55
PNLIPRP2	211766_s_at	6.31	6.25	-0.06	0.00	3.23	10.13	1.96	118	93	33	102
C6orf204	232444_at	4.46	3.71	-0.75	-0.35	3.21	5.76	0.39	220	6	35	187
DBNDD2	218094_s_at	9.29	9.89	0.60	0.34	7.04	10.88	0.55	21	160	54	14
LSM12	212529_at	6.28	6.48	0.20	0.09	4.67	8.16	0.90	86	101	65	62
ENTPD1	209474_s_at	5.51	5.47	-0.04	-0.03	3.39	8.38	0.84	121	62	92	74
KIAA0500	213839_at	8.49	8.71	0.22	0.11	5.84	10.05	0.86	80	108	76	44
ZNF709	242028_at	5.90	5.58	-0.32	-0.21	3.79	7.92	0.75	168	27	104	97
PLXNA4	234859_at	4.75	4.12	-0.63	-0.31	3.52	6.14	0.42	214	10	45	173
RFPL1S	214408_s_at	5.35	4.74	-0.61	-0.28	3.98	7.26	0.55	206	13	43	172
PPP2R1B	202886_s_at	6.72	7.19	0.47	0.24	3.71	8.71	0.95	52	126	78	24
OMP	221361_at	4.82	4.45	-0.37	-0.29	3.76	7.19	0.46	197	13	113	102
CLECL1	244413_at	4.95	4.72	-0.22	-0.16	3.67	7.11	0.65	158	28	99	101
ZNF285A	236328_at	5.85	5.07	-0.79	-0.27	3.89	7.82	0.73	205	15	29	184
MPZL3	227747_at	6.62	6.76	0.14	0.17	4.96	8.69	0.65	83	62	134	32
RERG	227758_at	5.30	4.62	-0.68	-0.32	3.38	8.30	0.75	201	18	49	161
LAMP2	203041_s_at	7.74	9.63	1.89	0.36	4.90	11.07	0.96	8	216	4	8
HNRNPR	208766_s_at	8.68	10.49	1.80	0.34	3.83	11.71	0.92	9	215	4	9
CASP2	226032_at	7.81	8.29	0.49	0.35	5.54	9.26	0.55	27	128	90	10
MARCH7	202653_s_at	7.18	8.72	1.54	0.37	4.18	10.61	0.91	10	213	6	9
HPSE	219403_s_at	7.03	7.11	0.08	0.05	4.42	9.24	0.90	101	78	98	52
DPP4	211478_s_at	5.80	5.76	-0.04	-0.03	3.60	8.69	1.12	119	79	61	88
CENPK	222848_at	6.08	6.36	0.28	0.14	3.23	8.68	1.23	83	104	75	49
LIX1L	225793_at	7.75	7.67	-0.08	-0.05	6.11	9.76	0.69	130	46	113	69
RAB3GAP1	213530_at	5.85	6.34	0.49	0.32	3.36	7.39	0.60	31	132	78	18
NDUFA13	220864_s_at	10.21	10.74	0.53	0.15	8.22	11.98	0.69	39	165	38	25
PSIP1	205961_s_at	7.00	7.33	0.33	0.15	4.28	8.96	0.92	67	124	71	33
PABPC3	208113_x_at	10.87	11.73	0.86	0.30	8.19	12.72	0.58	14	199	18	11
ZNF204	214823_at	5.14	4.79	-0.36	-0.20	3.42	7.88	0.82	167	41	75	112
MOAP1	212508_at	7.01	8.41	1.39	0.41	4.13	9.66	0.77	9	214	7	7
KIAA0888	235048_at	6.15	6.02	-0.13	-0.05	3.67	8.55	1.05	130	66	63	99
ALCAM	201951_at	6.42	6.53	0.11	0.06	4.05	8.57	0.90	97	79	93	56
MGC33846	230994_at	5.28	4.86	-0.42	-0.28	3.86	6.94	0.54	193	21	85	122
HNRNPH3	208990_s_at	8.58	9.68	1.10	0.31	5.70	10.71	0.70	12	204	16	8
C2orf37	231921_at	5.87	5.97	0.11	0.08	4.03	7.38	0.75	94	73	111	44
APIP	218698_at	9.46	9.30	-0.16	-0.08	5.17	12.63	1.23	133	67	72	89
ZNF593	204175_at	7.68	7.58	-0.10	-0.05	5.77	9.04	0.67	135	50	113	65
LOC730101	213248_at	6.16	5.92	-0.25	-0.16	4.12	8.25	0.80	154	43	83	102
NPY6R	236860_at	4.98	4.79	-0.19	-0.13	3.32	7.47	0.92	142	48	83	97
UTRN	225093_at	7.57	8.44	0.87	0.37	4.76	9.72	0.78	20	182	33	13
ACE2	219962_at	6.57	6.86	0.30	0.13	3.28	9.20	1.29	83	112	60	56
LOC100133019	1559125_at	4.79	4.42	-0.36	-0.18	3.11	8.32	0.83	168	30	78	120
LOC283663	230245_s_at	6.37	6.38	0.01	0.00	4.94	8.11	0.64	112	48	128	52
RAB11FIP3	228613_at	5.76	5.54	-0.22	-0.15	3.78	8.46	0.74	153	37	100	91
TGS1	219231_at	5.39	6.51	1.12	0.48	2.85	8.20	0.81	12	200	20	8
HOXA10	213150_at	7.02	8.06	1.03	0.20	4.53	9.80	1.04	28	193	16	19
ARL6IP5	200761_s_at	10.04	11.00	0.97	0.37	7.01	12.47	0.70	14	202	16	10
GARNL4	213280_at	7.32	7.74	0.42	0.30	4.45	9.54	0.69	41	119	91	18
N4BP2L2	221899_at	7.58	7.78	0.20	0.11	4.80	10.03	1.01	88	98	68	62
MLPH	218211_s_at	9.26	9.50	0.24	0.20	6.38	11.97	0.82	72	95	101	32
FZD7	203706_s_at	6.89	6.90	0.01	0.00	3.95	9.87	0.99	113	59	111	58
ALG2	225621_at	7.87	9.26	1.39	0.37	5.16	10.84	0.88	12	210	8	10
RAP1A	202362_at	9.57	10.26	0.70	0.30	6.88	11.42	0.67	22	176	39	13
LOC731049	202779_s_at	7.49	7.56	0.08	0.03	4.10	10.24	1.22	105	78	80	70
MND1	223700_at	5.24	4.80	-0.43	-0.20	3.46	7.49	0.85	173	36	59	133
MGC14436	1553811_at	4.67	3.96	-0.71	-0.36	3.39	7.02	0.41	218	4	30	194
MRPS9	226749_at	7.45	8.33	0.88	0.32	4.53	9.38	0.67	16	195	22	11
FAM115A	212981_s_at	7.21	7.68	0.47	0.29	4.04	9.35	0.82	43	126	85	17
ECM2	206101_at	5.43	5.02	-0.42	-0.24	3.90	8.46	0.79	176	31	71	126
ECM1	209365_s_at	7.46	7.24	-0.22	-0.13	3.99	9.69	0.90	149	44	99	85
PI4K2B	222631_at	8.35	8.43	0.08	0.09	5.33	9.65	0.65	94	56	147	25
COPZ1	222386_s_at	9.01	9.56	0.55	0.23	6.14	10.75	0.90	45	144	60	24
PIGM	235168_at	6.57	6.05	-0.52	-0.32	4.08	8.53	0.78	188	25	71	132
CFDP1	210701_at	5.89	5.41	-0.49	-0.27	4.38	7.75	0.56	198	17	67	144
CENPF	209172_s_at	5.71	5.38	-0.34	-0.14	4.27	8.31	0.81	166	32	77	119
ISCA2	226007_at	8.15	8.62	0.47	0.29	5.99	9.77	0.62	34	135	79	14
SLAMF8	219386_s_at	5.47	5.53	0.06	0.08	3.81	8.00	0.70	102	59	124	45
EFHD2	217992_s_at	8.41	9.06	0.65	0.40	6.05	9.98	0.58	19	160	58	10
TSC22D3	208763_s_at	8.20	8.15	-0.05	-0.02	6.06	10.88	0.90	122	53	108	67
BRD4	226052_at	8.32	8.87	0.55	0.36	6.41	10.31	0.54	22	142	76	10
ZBTB2	226284_at	5.81	5.89	0.08	0.15	3.28	7.29	0.58	93	36	172	20
PPP3CA	202429_s_at	7.58	9.39	1.81	0.29	4.69	10.70	0.92	9	214	5	9
COMP	205713_s_at	5.48	4.86	-0.63	-0.28	3.97	7.60	0.54	208	12	41	175
BCL2	203685_at	6.85	7.20	0.34	0.15	4.48	8.69	0.82	62	122	73	33
RBM39	207941_s_at	8.25	9.73	1.49	0.37	4.59	11.01	0.73	8	219	1	8
ISLR2	232208_at	5.78	5.13	-0.66	-0.31	4.08	7.91	0.53	210	11	37	180
GMDS	204875_s_at	8.82	10.24	1.42	0.44	5.76	12.15	1.07	14	203	14	11
SGCB	228584_at	6.76	6.97	0.21	0.07	4.08	8.96	1.05	88	106	65	57
LYSMD2	226748_at	7.81	8.09	0.27	0.24	4.17	10.40	0.91	70	85	114	29
SFRP4	204052_s_at	5.72	3.54	-2.18	-0.35	2.98	8.53	0.48	226	2	0	226
C12orf53	1553566_at	6.16	5.64	-0.52	-0.34	4.68	7.88	0.49	207	10	78	140
SEC23B	210293_s_at	6.89	8.60	1.71	0.34	3.87	10.31	0.99	11	216	3	9
UBE2L3	200683_s_at	8.35	9.17	0.82	0.24	6.18	10.02	0.72	22	183	31	14
LOC401463	243820_at	6.54	6.03	-0.51	-0.24	4.99	8.93	0.62	194	21	58	149
LOC124446	224981_at	8.69	9.01	0.32	0.14	6.42	10.35	0.69	59	124	71	33
GZF1	225884_s_at	6.77	6.87	0.09	0.06	4.40	9.20	0.79	96	53	135	40
RAB11FIP1	219681_s_at	8.84	10.05	1.21	0.30	5.31	11.33	0.84	15	207	9	12
SHMT1	209980_s_at	6.75	6.98	0.24	0.14	4.49	8.67	0.80	75	98	86	44
